text,true_labels,predicted_labels,top_confidence,exact_match
PureCrypter can maintain persistence with scheduled tasks.,execution|persistence|privilege-escalation,persistence|privilege-escalation,0.987472116947174,False
OilBooster can use an actor-controlled OneDrive account for C2 communication and exfiltration.,exfiltration,command-and-control,0.987375020980835,False
Doki was executed through an open Docker daemon API port.,initial-access|persistence,execution,0.987326204776764,False
China Chopper's server component can spider authentication portals.,discovery,credential-access,0.987277328968048,False
"Emotet can brute force a local admin password, then use it to facilitate lateral movement.",initial-access|persistence|privilege-escalation|stealth,credential-access,0.987277328968048,False
"During the 2025 Poland Wiper Attacks, the adversaries utilized the Linux `dd` command to overwrite portions of the disks with random data.",execution,impact,0.987129271030426,False
njRAT can be configured to spread via removable drives.,initial-access|lateral-movement,lateral-movement,0.9870296716690063,False
UBoatRAT takes advantage of the /SetNotifyCmdLine option in BITSAdmin to ensure it stays running on a system to maintain persistence.,execution|persistence|stealth,persistence|privilege-escalation,0.9869794845581056,False
"KillDisk has attempted to get the access token of a process by calling OpenProcessToken . If KillDisk gets the access token, then it attempt to modify the token privileges with AdjustTokenPrivileges .",privilege-escalation|stealth,persistence|privilege-escalation,0.986828088760376,False
"Indrik Spider has collected credentials from infected systems, including domain accounts.",initial-access|persistence|privilege-escalation|stealth,credential-access,0.9867772459983826,False
Daggerfly has used strategic website compromise to deliver a malicious link requiring user interaction.,execution,initial-access,0.9866748452186584,False
AshTag can set persistence using scheduled tasks.,execution|persistence|privilege-escalation,persistence|privilege-escalation,0.9864678382873536,False
EXOTIC LILY has relied on victims to open malicious links in e-mails for execution.,initial-access,execution,0.9862577319145204,False
Spica has created a scheduled task named `CalendarChecker` for persistence on compromised hosts.,stealth,execution|persistence|privilege-escalation,0.9862046241760254,False
"Latrodectus can determine if it is running in a virtualized environment by checking the OS version, checking the number of running processes, ensuring a 64-bit application is running on a 64-bit host, and checking if the host has a valid MAC address.",discovery|stealth,discovery,0.9860442876815796,False
Qilin can embed a copy of PsExec within its payload and place it in the %Temp% directory under a randomly generated filename.,lateral-movement,stealth,0.9858275651931764,False
"Dridex can maintain persistence via the creation of scheduled tasks within system directories such as `windows\system32\`, `windows\syswow64,` `winnt\system32`, and `winnt\syswow64`.",execution|persistence|privilege-escalation,persistence|privilege-escalation,0.9858275651931764,False
Stuxnet can propagate via removable media using an autorun.inf file or the CVE-2010-2568 LNK vulnerability.,initial-access|lateral-movement,lateral-movement,0.9858275651931764,False
FIN13 has utilized custom malware to maintain persistence in a compromised environment.,resource-development,persistence|privilege-escalation,0.9857181310653688,False
Brute Ratel C4 has injected Latrodectus into the Explorer.exe process on comrpomised hosts.,privilege-escalation|stealth,persistence|privilege-escalation|stealth,0.9857181310653688,False
RGDoor establishes persistence on webservers as an IIS module.,persistence,persistence|privilege-escalation,0.9856629967689514,False
Elise encrypts exfiltrated data with RC4.,command-and-control,exfiltration,0.9856629967689514,False
Industroyer has used a Trojanized version of the Windows Notepad application for an additional backdoor persistence mechanism.,persistence,persistence|privilege-escalation,0.9856076240539552,False
Crutch has established persistence with a scheduled task impersonating the Outlook item finder.,stealth,persistence|privilege-escalation,0.9855521321296692,False
"During the 2025 Poland Wiper Attacks, the adversaries attempted to reuse password hash values to gain access to other systems.",lateral-movement,credential-access,0.9855521321296692,False
LockBit 3.0 can attempt a CMSTP UAC bypass if it does not have administrative privileges.,stealth,persistence|privilege-escalation,0.98544043302536,False
GrimAgent has the ability to set persistence using the Task Scheduler.,execution|persistence|privilege-escalation,persistence|privilege-escalation,0.98544043302536,False
PlugX has copied itself to infected removable drives for propagation to other victim devices.,initial-access|lateral-movement,lateral-movement,0.9853842854499816,False
"Empire contains some modules that leverage API hooking to carry out tasks, such as netripper.",collection|credential-access,execution,0.9853842854499816,False
Daggerfly has used PowerShell and BITSAdmin to retrieve follow-on payloads from external locations for execution on victim machines.,command-and-control,execution,0.985042929649353,False
Blue Mockingbird has used JuicyPotato to abuse the SeImpersonate token privilege to escalate from web application pool accounts to NT Authority\SYSTEM.,privilege-escalation|stealth,persistence|privilege-escalation|stealth,0.9849852323532104,False
Pupy can execute Lazagne as well as Mimikatz using PowerShell.,credential-access,execution,0.9849852323532104,False
Indrik Spider has created local system accounts and has added the accounts to privileged groups.,persistence,persistence|privilege-escalation,0.9849274158477784,False
PureCrypter can set multiple Registry Run keys to establish persistence.,persistence|privilege-escalation,defense-impairment|persistence|privilege-escalation,0.9849274158477784,False
Kazuar has used compromised WordPress blogs as C2 servers.,command-and-control,resource-development,0.9848109483718872,False
REvil can modify the Registry to save encryption parameters and system information.,defense-impairment|persistence,defense-impairment,0.984752357006073,False
ANDROMEDA has been spread via infected USB keys.,initial-access|lateral-movement,initial-access,0.9845753908157348,False
"LockBit 3.0 can change the Registry values for Group Policy refresh time, to disable SmartScreen, and to disable Windows Defender.",defense-impairment|persistence,defense-impairment,0.9845160245895386,False
"Crutch can persist via DLL search order hijacking on Google Chrome, Mozilla Firefox, or Microsoft OneDrive.",execution|stealth,persistence|privilege-escalation|stealth,0.9843964576721193,False
"Pupy can bypass Windows UAC through either DLL hijacking, eventvwr, or appPaths.",privilege-escalation,persistence|privilege-escalation,0.9843964576721193,False
PAKLOG has used `GetForegroundWindow` to access the foreground window. PAKLOG has also captured text from the foreground windows.,discovery,collection,0.9843964576721193,False
Gazer can establish persistence by creating a scheduled task.,execution|persistence|privilege-escalation,persistence|privilege-escalation,0.9842759370803832,False
Kazuar obtains a list of running processes through WMI querying.,execution,discovery,0.9842154383659364,False
"During the 2025 Poland Wiper Attacks, threat actors leveraged the FortiGate VPN interface that was exposed to the internet to gain access to the victim environment.",initial-access|persistence,initial-access,0.9842154383659364,False
Kazuar can install itself as a new service.,persistence|privilege-escalation,persistence|privilege-escalation|stealth,0.9840936064720154,False
Daggerfly created a local account on victim machines to maintain access.,persistence,persistence|privilege-escalation,0.9840323328971864,False
FIN13 has gained access to compromised environments via remote access services such as the corporate virtual private network (VPN).,initial-access|persistence,initial-access,0.983970820903778,False
AADInternals can create new Azure AD users.,persistence,persistence|privilege-escalation,0.983847200870514,False
BlackByte Ransomware modifies the victim Registry to prevent system recovery.,defense-impairment|persistence,defense-impairment,0.9837850332260132,False
StoneDrill can wipe the master boot record of an infected computer.,impact,defense-impairment|impact,0.9837225079536438,False
"HermeticWiper has the ability to modify Registry keys to disable crash dumps, colors for compressed files, and pop-up information about folders and desktop items.",defense-impairment|persistence,defense-impairment,0.9836598634719848,False
The AshTag loader and AshenOrchestrator components can collect reconnaissance data from victim machines.,discovery,collection,0.9835969805717468,False
"For C0015, security researchers assessed the threat actors likely used a phishing campaign to distribute a weaponized attachment to victims.",initial-access,reconnaissance,0.9835969805717468,False
"Stuxnet checks for specific operating systems on 32-bit machines, Registry keys, and dates for vulnerabilities, and will exit execution if the values are not met.",stealth,discovery,0.9834704995155334,False
HermeticWiper has the ability to stop the Volume Shadow Copy service.,impact,defense-impairment|impact,0.9833430051803588,False
Empire includes various modules to attempt to bypass UAC for escalation of privileges.,privilege-escalation,persistence|privilege-escalation,0.9832144975662231,False
LockBit 3.0 can use a compromised local account for lateral movement.,initial-access|persistence|privilege-escalation|stealth,lateral-movement,0.9832144975662231,False
TONESHELL has leveraged `GetForegroundWindow` to detect virtualization or sandboxes by calling the API twice and comparing each window handle.,discovery|stealth,discovery,0.9832144975662231,False
APT29 can create new users through Azure AD.,persistence,persistence|privilege-escalation,0.9832144975662231,False
APT-C-36 has used VPNs in their operational infrastructure.,initial-access|persistence,resource-development,0.9829546809196472,False
TrickBot used COM to setup scheduled task for persistence.,execution,execution|persistence|privilege-escalation,0.9828232526779176,False
Elise exfiltrates data using cookie values that are Base64-encoded.,command-and-control,exfiltration,0.9828232526779176,False
Vasport copies itself to disk and creates an associated run key Registry entry to establish.,persistence|privilege-escalation,defense-impairment|persistence|privilege-escalation,0.982557475566864,False
"LAPSUS$ has recruited target organization employees or contractors who provide credentials and approve an associated MFA prompt, or install remote management software onto a corporate workstation, allowing LAPSUS$ to take control of an authenticated system.",execution,initial-access|persistence,0.982557475566864,False
APT38 has used web shells for persistence or to ensure redundant access.,persistence,execution|persistence|privilege-escalation,0.9824904799461364,False
LockBit 2.0 can modify Group Policy to disable Windows Defender and to automatically infect devices in Windows domains.,defense-impairment|privilege-escalation,defense-impairment,0.9824904799461364,False
"Embargo has modified and deleted Registry keys to add services, and to disable Security Solutions such as Windows Defender.",defense-impairment|persistence,defense-impairment,0.9824230670928956,False
Akira uses compromised VPN accounts for initial access to victim networks.,initial-access|persistence,initial-access|persistence|privilege-escalation|stealth,0.9824230670928956,False
REvil can use vssadmin to delete volume shadow copies and bcdedit to disable recovery features.,impact,defense-impairment|impact,0.9824230670928956,False
Kapeka will clear registry values used for persistent configuration storage when uninstalled.,stealth,defense-impairment,0.9824230670928956,False
"For C0015, the threat actors used DLL files that had invalid certificates.",defense-impairment,stealth,0.982355535030365,False
Empire can use New-GPOImmediateTask to modify a GPO that will install and execute a malicious Scheduled Task/Job.,defense-impairment|privilege-escalation,persistence|privilege-escalation,0.982355535030365,False
WellMess can send files from the victim machine to C2.,collection,exfiltration,0.9822195768356324,False
BackConfig has compromised victims via links to URLs hosting malicious content.,execution,initial-access,0.9820826053619384,False
Grandoreiro can bypass UAC by registering as the default handler for .MSC files.,privilege-escalation,persistence|privilege-escalation|stealth,0.9820826053619384,False
LockBit 2.0 can create Registry keys to bypass UAC and for persistence.,defense-impairment|persistence,defense-impairment|persistence|privilege-escalation,0.9820137619972228,False
Pacu can create snapshots of EBS volumes and RDS instances.,defense-impairment,collection,0.9820137619972228,False
AADInternals can gather information about a tenant’s domains using public Microsoft APIs.,reconnaissance,discovery,0.981979250907898,False
APT29 has used compromised identities to access networks via VPNs and Citrix.,initial-access|persistence,initial-access|stealth,0.9819099307060242,False
Industroyer’s data wiper module writes zeros into the registry keys in SYSTEM\CurrentControlSet\Services to render a system inoperable.,impact,defense-impairment|persistence,0.9818752408027648,False
TrickBot uses web injects and browser redirection to trick the user into providing their login credentials on a fake or modified web page.,collection,credential-access,0.9818405508995056,False
LockBit 3.0 can bypass UAC to execute code with elevated privileges through an elevated Component Object Model (COM) interface.,privilege-escalation,persistence|privilege-escalation,0.9818405508995056,False
NETWIRE can use crontabs to establish persistence.,execution|persistence|privilege-escalation,persistence|privilege-escalation,0.9818405508995056,False
MgBot includes a module capable of stealing content from the Tencent QQ database storing user QQ message history on infected devices.,collection,collection|credential-access,0.9818405508995056,False
"During Operation AkaiRyū, MirrorFace exported Chrome web data including contact information, keywords, autofill data, and stored credit card information.",discovery,collection,0.9814534187316896,False
"During Operation Spalax, the threat actors used droppers that would run anti-analysis checks before executing malware on a compromised host.",discovery|stealth,discovery,0.9814178347587584,False
SMOKEDHAM has modified the Registry to hide created user accounts from the Windows logon screen.,stealth,defense-impairment|persistence,0.9812029004096984,False
The NETWIRE client has been signed by fake and invalid digital certificates.,stealth,defense-impairment,0.9811668992042542,False
APT29 has used repeated MFA requests to gain access to victim accounts.,credential-access,initial-access|persistence|privilege-escalation,0.9810583591461182,False
TrickBot has used an email with an Excel sheet containing a malicious macro to deploy the malware,initial-access,execution,0.9810219407081604,False
SslMM contains a feature to manipulate process privileges and tokens.,privilege-escalation|stealth,execution|persistence|privilege-escalation,0.9809855818748474,False
Embargo has obtained persistence of the loader MDeployer by creating a scheduled task named “Perf_sys.”,execution|persistence|privilege-escalation,persistence|privilege-escalation,0.9809125065803528,False
Peppy has the ability to automatically exfiltrate files and keylogs.,exfiltration,collection,0.9809125065803528,False
Koadic has 2 methods for elevating integrity. It can bypass UAC through `eventvwr.exe` and `sdclt.exe`.,privilege-escalation,persistence|privilege-escalation|stealth,0.9806919097900392,False
Axiom has targeted victims with remote administration tools including RDP.,lateral-movement,initial-access,0.9806548357009888,False
Stuxnet used xp_cmdshell to store and execute SQL code.,persistence,execution,0.9805060625076294,False
SUNSPOT modified its security token to grants itself debugging privileges by adding SeDebugPrivilege .,privilege-escalation|stealth,persistence|privilege-escalation|stealth,0.980356216430664,False
"APT29 has edited the `Microsoft.IdentityServer.Servicehost.exe.config` file to load a malicious DLL into the AD FS process, thereby enabling persistent access to any service federated with AD FS for a user with a specified User Principal Name.",credential-access|defense-impairment|persistence,privilege-escalation|stealth,0.980356216430664,False
KillDisk attempts to reboot the machine by terminating specific processes.,impact,defense-impairment|impact,0.9803186058998108,False
"During Operation Dream Job, Lazarus Group conducted internal spearphishing from within a compromised organization.",lateral-movement,initial-access,0.980205237865448,False
"During APT28 Nearest Neighbor Campaign, APT28 established wireless connections to secure, enterprise Wi-Fi networks belonging to a target organization for initial access into the environment.",initial-access,resource-development,0.9801673293113708,False
BADNEWS is sometimes signed with an invalid Authenticode certificate in an apparent effort to make it look more legitimate.,stealth,defense-impairment,0.9801293015480042,False
Qilin has been delivered to victims through spearphishing emails with malicious attachments.,execution,initial-access,0.9800149202346802,False
LockBit 2.0 can bypass UAC through creating the Registry key `HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows NT\CurrentVersion\ICM\Calibration`.,privilege-escalation,persistence|privilege-escalation,0.9797453284263612,False
Industroyer’s data wiper module clears registry keys and overwrites both ICS configuration and Windows files.,impact,defense-impairment,0.9797453284263612,False
DarkTortilla can detect debuggers by using functions such as `DebuggerIsAttached` and `DebuggerIsLogging`. DarkTortilla can also detect profilers by verifying the `COR_ENABLE_PROFILING` environment variable is present and active.,discovery|stealth,discovery,0.9796287417411804,False
Lokibot has utilized multiple techniques to bypass UAC.,privilege-escalation,persistence|privilege-escalation|stealth,0.9795897603034972,False
FIN6 has used kill.bat script to disable security tools.,execution,defense-impairment,0.9795114994049072,False
"During the 2025 Poland Wiper Attacks, the adversaries deleted Windows Volume Shadow Copies using `vssadmin delete shadows`.",impact,defense-impairment|impact,0.9792352318763732,False
Embargo has terminated active processes and services based on a hardcoded list using the `CloseServiceHandle()` function. Embargo has also leveraged MS4Killer to terminate processes contained in an embedded list of security software process names that were XOR-encrypted.,impact,defense-impairment|impact,0.9790757894515992,False
"LAPSUS$ has targeted various collaboration tools like Slack, Teams, JIRA, Confluence, and others to hunt for exposed credentials to support privilege escalation and lateral movement.",credential-access,reconnaissance,0.9788748621940612,False
DarkTortilla can use `cmd.exe` to add registry keys for persistence.,execution,persistence|privilege-escalation,0.9788748621940612,False
Hikit installs a self-generated certificate to the local trust store as a root CA and Trusted Publisher.,defense-impairment,persistence|privilege-escalation,0.9788343906402588,False
TONESHELL has injected its malicious payload into a running process through Windows utility Microsoft Application Virtualization Injector `MAVInject.exe`.,stealth,privilege-escalation|stealth,0.9787938594818116,False
Impacket can be used to sniff network traffic via an interface or raw socket.,credential-access|discovery,discovery,0.9787533283233644,False
Higaisa’s JavaScript file used a legitimate Microsoft Office 2007 package to side-load the OINFO12.OCX dynamic link library.,execution|stealth,execution,0.9787126779556274,False
CrackMapExec can create a registry key using wdigest.,defense-impairment|persistence,defense-impairment|persistence|privilege-escalation,0.9787126779556274,False
Dtrack has used process hollowing shellcode to target a predefined list of processes from %SYSTEM32% .,privilege-escalation|stealth,stealth,0.9785903096199036,False
SideCopy has delivered trojanized executables via spearphishing emails that contacts actor-controlled servers to download malicious payloads.,command-and-control,initial-access,0.9785903096199036,False
TONESHELL has generated unique GUIDs to identify victim devices. TONESHELL has leveraged environmental keying in payload delivery using the victim computer name and other configuration values. TONESHELL has also tracked IDs associated with reverse shell subprocesses to manage interactions and terminations from C2.,stealth,discovery,0.978549301624298,False
Cuckoo Stealer can achieve persistence by creating launch agents to repeatedly execute malicious payloads.,persistence|privilege-escalation,execution|persistence|privilege-escalation,0.9783433079719543,False
Kazuar adds a sub-key under several Registry run keys.,persistence|privilege-escalation,defense-impairment|persistence|privilege-escalation,0.9781354665756226,False
Embargo has modified the Windows Registry to start a custom service named irnagentd in Safe Mode.,persistence|privilege-escalation,defense-impairment|persistence,0.9780936241149902,False
LAPSUS$ has accessed internet-facing identity providers such as Azure Active Directory and Okta to target specific organizations.,initial-access,reconnaissance,0.9780517220497132,False
Embargo has utilized a BAT script to disable security solutions.,execution,defense-impairment,0.9778834581375122,False
TONESHELL has leveraged custom exception handlers to hide code flow and stop execution of a debugger.,discovery|stealth,stealth,0.9777987599372864,False
ShimRat has the capability to upload collected files to a C2.,collection,exfiltration,0.9776712656021118,False
APT29 has exploited CVE-2021-36934 to escalate privileges on a compromised host.,privilege-escalation,persistence|privilege-escalation,0.9776712656021118,False
REvil has the capability to stop services and kill processes.,impact,defense-impairment|impact,0.977628529071808,False
FIN13 has logged the keystrokes of victims to escalate privileges.,collection|credential-access,credential-access,0.977500021457672,False
"Tomiris has used `SCHTASKS /CREATE /SC DAILY /TN StartDVL /TR ""[path to self]"" /ST 10:00` to establish persistence.",execution|persistence|privilege-escalation,persistence|privilege-escalation,0.9774571061134338,False
SMOKEDHAM has been delivered via malicious links in phishing emails.,reconnaissance,initial-access,0.9773707389831544,False
Kazuar uploads files from a specified directory to the C2 server.,collection,exfiltration,0.9771973490715028,False
Qilin can use symbolic links to redirect file paths for remote and local objects and can use `chmod +x` to make its payload binary executable.,defense-impairment,stealth,0.977153778076172,False
"TrickBot module ""Trickboot"" can write or erase the UEFI/BIOS firmware of a compromised device.",impact,defense-impairment|impact,0.977066457271576,False
Axiom has used previously compromised administrative accounts to escalate privileges.,initial-access|persistence|privilege-escalation|stealth,persistence|privilege-escalation|stealth,0.977022647857666,False
"LAPSUS$ has gained access to internet-facing systems and applications, including virtual private network (VPN), remote desktop protocol (RDP), and virtual desktop infrastructure (VDI) including Citrix.",initial-access|persistence,initial-access,0.9768908023834229,False
CoinTicker executes a Python script to download its second stage.,command-and-control,execution,0.9767136573791504,False
FIN13 has harvested the NTDS.DIT file and leveraged the Impacket tool on the compromised domain controller to locally decrypt it.,credential-access,stealth,0.976669192314148,False
MultiLayer Wiper creates a malicious scheduled task that launches a batch file to remove Windows Event Logs.,execution|persistence|privilege-escalation,persistence|privilege-escalation,0.9766246676445008,False
"During Operation Dream Job, Lazarus Group used tools that collected `GetTickCount` and `GetSystemTimeAsFileTime` data to detect sandbox or VMware services.",discovery|stealth,discovery,0.9765800833702089,False
AADInternals can check for the existence of user email addresses using public Microsoft APIs.,reconnaissance,discovery,0.9764007329940796,False
Stuxnet used MS10-073 and an undisclosed Task Scheduler vulnerability to escalate privileges on local Windows machines.,privilege-escalation,persistence|privilege-escalation,0.9760379791259766,False
BackConfig can download and run batch files to execute commands on a compromised host.,execution,command-and-control,0.9759923219680786,False
Cuckoo Stealer has captured passwords by prompting victims with a “macOS needs to access System Settings” GUI window.,collection|credential-access,credential-access,0.9759464263916016,False
"PlugX checks if VMware tools is running in the background by searching for any process named ""vmtoolsd"".",discovery|stealth,discovery,0.9758545756340028,False
Higaisa used an XSL file to run VBScript code.,stealth,execution,0.9758085012435912,False
UPPERCUT contains functionality to bypass UAC.,privilege-escalation,persistence|privilege-escalation|stealth,0.9758085012435912,False
WellMess can use junk data in the Base64 string for additional obfuscation.,command-and-control,stealth,0.97576242685318,False
"GreyEnergy chooses a service, drops a DLL file, and writes it to that serviceDLL Registry key.",persistence|privilege-escalation,defense-impairment|persistence|privilege-escalation,0.9757161140441896,False
PlugX has deleted registry keys that store data and maintained persistence.,stealth,defense-impairment|persistence,0.9753900170326232,False
Kali365's desktop client has made Microsoft Graph API calls using the distinct User-Agent string `kali365-live/1.0.0` to access victim mailboxes and enumerate account data following OAuth token capture.,command-and-control,execution,0.9752489924430848,False
HermeticWiper can disable pop-up information about folders and desktop items and delete Registry keys to hide malicious services.,stealth,defense-impairment,0.9751545190811156,False
"STARWHALE has the ability to create the following Windows service to establish persistence on an infected host: `sc create Windowscarpstss binpath= ""cmd.exe /c cscript.exe c:\\windows\\system32\\w7_1.wsf humpback_whale"" start= ""auto"" obj= ""LocalSystem""`.",persistence|privilege-escalation,execution|persistence|privilege-escalation,0.9751071333885192,False
"LockBit 3.0 can terminate targeted processes and services related to security, backup, database management, and other applications that could stop or interfere with encryption.",impact,defense-impairment|impact,0.975012183189392,False
LockBit 2.0 can automatically terminate processes that may interfere with the encryption or file extraction processes.,impact,defense-impairment|impact,0.9748690724372864,False
Wingbird exploits CVE-2016-4117 to allow an executable to gain escalated privileges.,privilege-escalation,execution|persistence|privilege-escalation,0.9746769666671752,False
APT38 has prepended a space to all of their terminal commands to operate without leaving traces in the HISTCONTROL environment.,defense-impairment,stealth,0.9746769666671752,False
APT-C-36 has used compromised Google Drive accounts including one associated with a Colombian government organization.,resource-development,initial-access|stealth,0.974628746509552,False
KGH_SPY can send a file containing victim system information to C2.,collection,exfiltration,0.9745803475379944,False
"BlackEnergy has used a plug-in to gather credentials stored in files on the host by various software programs, including The Bat! email client, Outlook, and Windows Credential Store.",credential-access,collection|credential-access,0.9744833707809448,False
CHOPSTICK may store RC4 encrypted configuration information in the Windows Registry.,stealth,defense-impairment,0.974239468574524,False
POSHSPY uses a WMI event subscription to establish persistence.,persistence|privilege-escalation,execution|persistence|privilege-escalation,0.974239468574524,False
"USBStealer registers itself under a Registry Run key with the name ""USB Disk Security.""",persistence|privilege-escalation,defense-impairment|persistence|privilege-escalation,0.974141240119934,False
AshTag has enabled execution via DLL sideloading using a legitimate executable paired with a malicious DLL named wtsapi32.,execution|stealth,execution,0.974141240119934,False
MirageFox is likely loaded via DLL hijacking into a legitimate McAfee binary.,execution|stealth,stealth,0.9740425944328308,False
Qilin has created a scheduled task named TVInstallRestore to mimic TeamViewer.,stealth,execution|persistence|privilege-escalation,0.973993182182312,False
NETWIRE can store its configuration information in the Registry under `HKCU:\Software\Netwire`.,stealth,defense-impairment|persistence,0.9739436507225036,False
SDBbot has the ability to inject a downloaded DLL into a newly created rundll32.exe process.,privilege-escalation|stealth,stealth,0.9739436507225036,False
Kapeka utilizes WinAPI calls to gather victim system information.,execution,discovery,0.9737945199012756,False
Indrik Spider used wmic.exe to add a new user to the system.,persistence,execution,0.9736947417259216,False
